794036;1977188;0.87;3
827754;1969630;0.45;3
942009;2290241;0.99;3
874523;2244049;0.66;3
829497;2218021;0.56;3
839591;2236790;2.51;4
864228;2232923;0.49;3
859209;2156957;0.44;3
840064;2228760;0.87;3
793950;2088250;1.18;4
794050;2097180;2.36;4
782560;2098090;0.39;3
794600;2088420;0.43;3
889978;2275556;1.27;4
842600;2259780;1.19;4
880330;2312100;0.67;3
862445;2292153;1.41;4
868924;2323720;1.11;4
902515;2286420;0.63;3
845350;2277300;0.6;3
916668;2313033;0.15;2
792120;2147120;1.78;4
793775;2201800;1.99;4
805437;2214430;1.27;4
797900;2176075;0.7;3
780670;2180560;0.72;3
820650;2185070;0.46;3
869310;2100200;0.79;3
858750;2069000;1.01;4
870520;2109990;0.96;3
871508;2343880;0.27;2
887994;2337440;0.33;3
939651;2303250;0.17;2
950800;2291100;0.61;3
946520;2295350;0.27;2
936609;2314286;0.42;3
714192;2563916;0.12;2
701758;2571629;1.53;4
724775;2570663;1.2;4
705952;2573549;0.93;3
705896;2579427;0.56;3
717034;2587842;0.72;3
718603;2586494;0.38;3
721367;2580529;0.64;3
559694;2632000;0.46;3
583100;2623400;0.58;3
585214;2634709;0.74;3
347594;2359620;0.19;2
342243;2355312;89.41;7
335074;2353066;0.36;3
336413;2348557;0.37;3
342157;2351210;0.42;3
339220;2348440;83.66;7
335104;2357517;0.12;2
335237;2356319;0.09;1
329876;2353850;60.55;7
314884;2360735;0.3;3
309715;2354383;0.33;3
302604;2373953;0.21;2
309560;2368136;0.12;2
301273;2357812;0.13;2
301136;2354731;0.1;2
298856;2353009;0.23;2
293990;2361540;0.33;3
294731;2340572;0.07;1
303320;2325340;0.58;3
288733;2321911;0.52;3
287056;2319322;0.4;3
287075;2319287;2.38;4
281454;2356395;0.26;2
297325;2343399;0.65;3
296879;2308910;8.3;5
293099;2298697;9.21;5
276302;2306581;2.37;4
267963;2303644;2.69;4
268000;2303600;2.36;4
242428;2312779;3.02;5
211577;2379754;12.61;6
243711;2334898;2.56;4
243508;2320524;0.71;3
227869;2345104;2.05;4
219855;2355508;0.21;2
235552;2339226;0.17;2
246739;2323120;0.2;2
255630;2314490;6.03;5
202432;2366499;0.09;1
202860;2359497;0.13;2
204876;2353244;0.14;2
195932;2342442;0.86;3
203170;2335831;0.59;3
184342;2329241;0.03;1
166930;2353760;0.36;3
161029;2355219;0.33;3
165157;2347880;0.66;3
166328;2338791;0.47;3
151956;2349195;0.67;3
160341;2336048;0.13;2
160371;2335530;0.51;3
160530;2324390;2.61;4
122922;2353652;0.55;3
121630;2352310;0.54;3
119884;2359464;0.11;2
116904;2356431;0.47;3
119112;2353492;0.42;3
119625;2349937;0.67;3
117883;2339980;0.11;2
152846;2381207;0.39;3
166695;2385240;0.41;3
155134;2375258;0.16;2
139344;2369943;0.57;3
130317;2373501;1.57;4
122451;2374768;0.21;2
122450;2376615;0.49;3
145180;2402697;0.26;2
146784;2414533;0.87;3
144718;2414453;0.73;3
144775;2416675;9.08;5
771940;2492200;2.17;4
672310;2487580;2.74;4
721207;2523580;0.47;3
721040;2545585;0.6;3
634050;2490800;3.09;5
668310;2514640;2.05;4
724580;2548800;0.14;2
682490;2538720;1.35;4
647600;2507200;2.89;4
749460;2501490;0.17;2
729560;2499760;0.03;1
767470;2501690;2.79;4
682880;2522320;0.35;3
777950;2481730;1.45;4
810360;2444540;0.28;2
603020;2473870;0.42;3
672100;2488270;2.73;4
581664;2492110;0.66;3
788450;2455280;0.69;3
796619;2473409;0.82;3
390309;1859259;0.99;3
402479;1781102;1.07;4
373356;1816963;0.03;1
344374;1870452;0.59;3
421986;1786752;0.42;3
359734;1781926;0.16;2
374801;1780700;0.12;2
297473;1824332;0.97;3
359140;1883048;0.33;3
405673;1884673;0.27;2
284353;1821046;0.47;3
275576;1829029;0.31;3
330042;1832200;0.58;3
377203;1867289;0.4;3
392302;1852895;0.6;3
291019;1840340;0.5;3
338130;1791300;0.96;3
405088;1790945;0.28;2
413559;1832536;0.24;2
413179;1832010;0.34;3
337663;1807574;0.31;3
434146;1827047;0.65;3
388514;1800833;0.55;3
360290;1804161;0.7;3
348128;1836466;3.06;5
304045;1809945;0.75;3
321481;1844055;0.04;1
404720;1854393;0.18;2
384908;1896213;0.6;3
300927;1804942;0.36;3
326744;1820506;0.09;1
365757;1867087;0.3;3
417095;1805868;0.51;3
363118;1768343;0.22;2
305600;1840199;1.96;4
426407;1824477;0.84;3
387636;1881396;1.07;4
774202;2533514;0.88;3
896000;2455456;0.07;1
863799;2384011;0.33;3
925574;2392494;0.79;3
821975;2468118;1.04;4
765927;2533903;0.65;3
932465;2408351;0.24;2
854933;2468409;0.94;3
862007;2478130;0.71;3
804088;2518371;1.32;4
846515;2405594;0.26;2
815688;2506183;0.28;2
917492;2356810;0.32;3
784030;2521141;1.44;4
777008;2569052;1.15;4
775296;2568632;1.31;4
840165;2423862;0.98;3
898098;2468733;0.44;3
878167;2427946;0.98;3
898715;2403747;0.32;3
895225;2410733;1.55;4
847085;2387597;0.77;3
858360;2466308;0.5;3
826333;2507669;1.14;4
906120;2359853;0.19;2
840258;2473461;0.73;3
912771;2458341;0.35;3
946816;2364252;0.38;3
933507;2328078;0.09;1
899016;2373612;1.1;4
909528;2395830;0.48;3
843440;2365292;0.67;3
817091;2502267;0.79;3
855731;2461338;0.54;3
881354;2476407;1.24;4
776346;2543465;0.97;3
878232;2495426;0.12;2
868927;2489213;0.45;3
885872;2495425;0.53;3
771604;2528263;0.72;3
936074;2389424;0.36;3
778460;2568210;0.51;3
890035;2412137;0.36;3
851124;2509959;0.1;2
848584;2506946;0.29;2
905759;2406300;0.33;3
906111;2407659;0.32;3
882820;2419372;1.47;4
861438;2480518;0.21;2
848323;2389033;0.54;3
879700;2465080;2.42;4
881347;2462759;0.94;3
771626;2531814;2.35;4
772799;2534363;1.32;4
772277;2545277;3.63;5
840833;2502639;0.13;2
910971;2428641;1.1;4
848010;2378577;1.04;4
918465;2349533;0.93;3
885410;2439284;0.51;3
825030;2504098;1.06;4
867596;2500487;0.16;2
844271;2496556;1.03;4
877583;2407621;0.75;3
880198;2400832;0.62;3
933739;2387698;0.14;2
917708;2344223;0.9;3
872047;2479650;0.59;3
916844;2383046;0.63;3
925001;2332336;0.61;3
787719;2525825;3.11;5
847211;2363601;0.87;3
851488;2383638;1.06;4
843227;2485105;0.67;3
942777;2375120;0.42;3
834386;2435058;1.06;4
806076;2503400;1.01;4
916370;2406658;0.45;3
877546;2489603;0.12;2
889742;2400271;1.99;4
862222;2413846;0.63;3
858132;2483344;0.15;2
879049;2486710;1.16;4
853173;2400033;0.39;3
899928;2468344;0.92;3
884932;2369241;0.38;3
822574;2467008;1.92;4
850187;2374086;0.87;3
926721;2341781;0.62;3
971602;1884624;0.15;2
959313;1893321;0.46;3
949355;1893449;0.68;3
987867;1893760;1.33;4
992162;1874718;0.13;2
987795;1883522;0.38;3
992550;1863600;0.55;3
553707;2573959;3.38;5
563719;2566703;4.76;5
627446;2549002;35.71;7
632374;2549100;40.14;7
604330;2543097;23.39;6
974250;2363159;0.71;3
975792;2356886;1.2;4
951890;2462310;0.88;3
946678;2425786;1.26;4
955401;2449167;0.14;2
943698;2455499;1.14;4
953444;2468475;0.03;1
996882;2438559;0.21;2
988510;2430457;0.43;3
969985;2428329;0.2;2
982001;2408985;0.95;3
964781;2401012;0.18;2
980140;2376060;0.61;3
986064;2383978;0.74;3
965225;2433978;0.18;2
963011;2349954;0.23;2
964255;2334824;0.29;2
954221;2326459;0.71;3
968328;2303361;0.42;3
974728;2330560;0.32;3
558093;2484366;0.27;2
529460;2421943;0.01;1
505271;2444585;0.16;2
501815;2442958;0.09;1
483278;2440579;0.3;3
473128;2455545;0.37;3
472317;2484016;0.43;3
824688;2175140;0.42;3
827595;2181740;0.25;2
420294;1877978;0.23;2
440188;1905707;0.08;1
436814;1911053;0.01;1
886880;2055000;1.31;4
901430;2069870;1.09;4
713850;2242155;0.18;2
699857;2253978;0.39;3
687428;2253910;0.39;3
687337;2268963;0.5;3
692275;2270675;0.6;3
689450;2274020;0.12;2
722950;2262850;0.48;3
708815;2272600;0.5;3
716500;2277500;0.28;2
706950;2290000;0.21;2
747475;2270520;0.46;3
754280;2270035;0.54;3
763065;2276070;0.46;3
765875;2284005;0.7;3
744790;2291575;0.7;3
749340;2293435;0.81;3
742381;2298207;0.46;3
723940;2292840;0.49;3
693299;2311200;1.36;4
709700;2313800;0.3;3
708710;2314710;0.43;3
719791;2325015;0.18;2
671700;2304140;0.22;2
656452;2320960;0.42;3
636300;2318050;0.22;2
625310;2333790;0.29;2
629150;2337050;0.98;3
682170;2354520;0.09;1
669850;2355850;1.39;4
666570;2380210;2.11;4
626570;2363770;2.09;4
632450;2370110;0.3;3
603145;2380065;0.31;3
583600;2394050;0.12;2
577600;2396770;0.14;2
592450;2411370;0.32;3
566240;2428730;0.3;3
563735;2436825;0.46;3
578120;2437720;17.9;6
614055;2409850;40.45;7
592260;2430130;5.54;5
620100;2414520;0.22;2
638030;2431845;1.14;4
659750;2437210;0.54;3
679800;2421630;0.83;3
751980;2348380;0.24;2
748850;2350600;0.35;3
775490;2361730;0.7;3
817250;2338780;0.59;3
809700;2350130;0.44;3
810200;2375500;0.74;3
807530;2386050;0.4;3
816885;2397550;0.41;3
801400;2415200;0.96;3
797150;2423050;1.02;4
759542;2428940;0.55;3
687440;2448060;0.5;3
711410;2453600;0.5;3
759690;2501630;2.35;4
713610;2490430;1.79;4
549042;2509632;0.34;3
555900;2497481;1.01;4
549474;2458174;0.99;3
538945;2509858;0.27;2
530819;2494597;0.52;3
509405;2418872;0.35;3
525834;2418490;0.38;3
517618;2457973;0.64;3
513331;2454273;0.56;3
487529;2420717;0.12;2
470860;2418153;0.12;2
463840;2429442;0.1;2
466689;2443857;0.8;3
464261;2440133;0.21;2
480373;2472837;0.1;2
946081;2441374;0.36;3
944424;2419333;0.41;3
944303;2451582;1.23;4
944169;2416449;0.36;3
950747;2455433;0.66;3
929751;2474985;0.44;3
947450;2438450;0.33;3
948357;2415084;0.3;3
943661;2468563;2.4;4
980094;2409600;0.25;2
991131;2408767;0.62;3
982658;2396245;0.27;2
976475;2388518;0.31;3
971600;2380727;0.32;3
967252;2375048;0.25;2
963976;2361974;0.41;3
945075;2340960;0.27;2
960599;2315951;0.25;2
972689;2313863;1.14;4
962350;2296063;0.22;2
980785;2288747;0.21;2
605510;1711440;0.13;2
411312;2212290;0.29;2
408932;2201498;0.27;2
407622;2220062;0.91;3
416965;2249030;0.87;3
542310;2168480;0.35;3
537270;2176830;0.87;3
530400;2182100;0.31;3
501900;2182400;0.87;3
494100;2193600;0.52;3
483850;2199820;0.8;3
475110;2220460;1.87;4
545693;2185346;0.32;3
441400;2242600;0.06;1
514694;2084646;0.55;3
464830;2210120;0.87;3
334760;2068341;0.76;3
371595;1988508;2.58;4
404956;2159752;0.15;2
384376;2151295;11.92;6
378450;2150133;4.68;5
375100;2151000;4.64;5
395360;2157680;8.27;5
399895;2148560;3.07;5
385464;2160944;0.7;3
395745;1993636;2.86;4
388060;2301450;3.09;5
386670;2295330;0.84;3
465160;2312515;0.47;3
396740;2289840;3.42;5
325650;2238180;0.06;1
368320;2205700;0.41;3
354660;2222720;0.6;3
337690;2230120;0.9;3
342441;2238458;1.04;4
318423;2235074;1.08;4
310580;2247640;0.01;1
304600;2252800;3.56;5
549424;2153359;0.2;2
550194;2154188;0.37;3
520147;1899417;0.53;3
563500;1903110;0.27;2
544811;1942925;0.65;3
341740;1839321;1.04;4
288410;1843740;0.71;3
799420;2404260;0.72;3
827395;2404650;0.24;2
816506;2418014;1.24;4
802967;2427278;0.56;3
791672;2393953;0.76;3
794400;2370280;1.03;4
787800;2351670;0.42;3
450735;2479700;0.35;3
454593;2477138;0.19;2
443850;2479210;0.33;3
426372;2449799;0.26;2
396344;2433430;0.35;3
399099;2427200;0.7;3
363679;2443619;0.32;3
445185;2458915;0.33;3
448785;2427885;0.11;2
443500;2478750;0.18;2
444199;2436100;0.27;2
358069;2442630;0.52;3
349486;2459608;0.46;3
351608;2447229;0.62;3
363247;2434047;0.54;3
416927;2437703;0.18;2
544999;2402125;0.19;2
534142;2411743;0.83;3
522651;2383883;0.43;3
381546;2426654;0.31;3
426154;2418714;0.56;3
414510;2419557;0.53;3
400799;2465277;0.48;3
401100;2460300;1.14;4
393581;2447188;0.64;3
403635;2467708;0.77;3
399770;2431422;0.33;3
819733;2083381;0.38;3
780950;2248320;0.27;2
799810;2262580;0.28;2
573065;2501124;0.4;3
687533;2499006;0.25;2
636981;2493950;0.09;1
740635;2505170;0.77;3
579650;2492598;0.41;3
609070;2476662;0.4;3
645427;2506707;0.15;2
575557;2503550;0.21;2
631847;2478924;0.38;3
673735;2489854;0.45;3
640242;2496850;1.07;4
298813;2353010;0.25;2
261151;2357345;0.37;3
278030;2361192;0.38;3
255676;2314471;3.92;5
144755;2416768;3.75;5
578617;2165290;0.24;2
550274;2201698;1.11;4
511980;2221682;0.55;3
486367;2253285;0.19;2
691780;1841350;2.19;4
657494;1804495;0.85;3
692780;1814710;0.23;2
628846;1810623;0.21;2
619040;1781690;0.27;2
607665;1803390;0.32;3
516830;1968783;1.35;4
527723;2034382;0.39;3
550668;2055683;0.71;3
865347;1822013;0.52;3
578308;2645237;0.29;2
593312;2635098;0.54;3
787267;2258199;0.17;2
733788;1879802;0.68;3
782754;1910200;0.5;3
823500;2190160;1.02;4
770022;2335690;0.35;3
808480;2352860;0.28;2
809254;2378971;0.66;3
767450;2309620;0.63;3
760000;2335140;0.65;3
751200;2331100;0.34;3
945691;2467564;2.37;4
680799;2270671;0.14;2
724133;2590064;0.03;1
584615;2634342;0.34;3
721205;2559283;0.59;3
850500;2200250;0.85;3
893163;2087060;0.79;3
900190;2107920;0.66;3
731700;2362260;0.61;3
745609;2362074;0.67;3
861700;1815000;0.3;3
872899;1825636;0.03;1
988013;1891619;1.17;4
982087;1909716;0.74;3
839520;2149380;1.56;4
867500;2133630;0.41;3
530722;2209148;1.08;4
924300;2320400;0.16;2
716235;2570976;0.66;3
639983;2318291;0.53;3
651350;2297500;0.11;2
924440;2348314;0.41;3
505619;1820908;0.25;2
516482;1840950;0.44;3
437020;2176300;0.58;3
441891;2177625;0.37;3
411082;2240343;0.14;2
798539;2522559;0.6;3
576953;2242348;1.22;4
1003063;2413336;1.45;4
1028900;2456000;3.99;5
695612;2544969;2.45;4
696117;2521675;0.65;3
673600;1946500;0.4;3
591925;1953566;0.97;3
651958;1896066;0.77;3
640600;1933200;0.71;3
716296;2335500;0.9;3
609585;2423000;0.73;3
664670;2364610;1.25;4
699755;2294524;0.94;3
603036;2183651;0.11;2
539369;2254394;0.2;2
388180;2431770;0.59;3
632490;1721580;0.23;2
726046;1841310;2.79;4
726099;1847560;0.55;3
730650;2271700;0.36;3
126454;2351318;0.43;3
337666;2074530;0.48;3
390150;2069900;1.09;4
389000;2086560;1.38;4
360640;1802500;1.18;4
360428;1803390;0.53;3
292250;1833640;1.84;4
291441;1838565;0.72;3
285281;1819820;37.75;7
207021;2382480;0.21;2
269949;2323674;0.2;2
1012715;2432825;0.53;3
956270;2337741;0.3;3
942681;2454562;0.11;2
940881;2321126;0.22;2
1001539;2416547;1.52;4
464409;2499346;8.13;5
482440;2504149;7.8;5
493932;2499113;6.15;5
497592;2484956;4.66;5
508211;2494734;4.96;5
503658;2478019;6.88;5
591399;2624923;0.54;3
588430;2614228;0.22;2
614775;2610228;1.12;4
616279;2622259;0.68;3
621598;2627263;1.61;4
615171;2625762;0.39;3
864736;2367658;0.49;3
516860;2167680;0.31;3
657494;1804495;1.57;4
812710;2335920;0.5;3
928195;2363248;0.28;2
836475;2475624;0.24;2
954432;2346849;0.55;3
966800;2307260;0.12;2
637714;2163923;0.26;2
572630;2177860;0.39;3
352500;2233400;0.45;3
621340;2616160;0.34;3
611580;2611010;0.98;3
582353;2648916;0.54;3
601483;2624154;0.26;2
495153;1772659;0.2;2
441927;1758389;0.49;3
511226;1813333;0.89;3
438439;1846809;0.17;2
